"","word1","word2","n"
"4454","scientific","humanistic",1
"4455","scientific","investigation",1
"4456","scientific","rationality",1
"4457","scientific","theory",1
"4458","scientifically","oriented",1
"4459","scientists","future",1
"4460","scientists","start",1
"4461","scoping","study",1
"4462","seawater","finally",1
"4463","sebastien","miroudot",1
"4464","section","charts",1
"4465","section","illustrate",1
"4466","sector","informal",1
"4467","sector","investment",1
"4468","sector","organisations",1
"4469","sector","paralleling",1
"4470","sector","policy",1
"4471","sector","textiles",1
"4472","sector","typically",1
"4473","sector's","diverse",1
"4474","sectoral","balances",1
"4475","sectoral","critical",1
"4476","sectoral","variations",1
"4477","security","applications",1
"4478","security","coordination",1
"4479","security","denmark",1
"4480","security","human",1
"4481","security","imperative",1
"4482","security","issues",1
"4483","security","policy",1
"4484","security","privacy",1
"4485","security","requirements",1
"4486","seeking","community",1
"4487","seeking","solutions",1
"4488","selected","randomly",1
"4489","seminar","participants",1
"4490","seminars","illustrating",1
"4491","senior","executive",1
"4492","senior","researcher",1
"4493","sense","revolutionary",1
"4494","seok","park",1
"4495","separate","commodity",1
"4496","september","2007accepted",1
"4497","september","2007revised",1
"4498","september","2008accepted",1
"4499","september","2008revised",1
"4500","september","2010accepted",1
"4501","september","revised",1
"4502","servant","leadership",1
"4503","serve","wider",1
"4504","service","nhs",1
"4505","service","oriented",1
"4506","service","planning",1
"4507","services","capital",1
"4508","services","contributing",1
"4509","services","fms",1
"4510","services","health",1
"4511","services","publishing",1
"4512","sessions","powerpoint",1
"4513","setting","forthcoming",1
"4514","settlement","patterns",1
"4515","sex","industry",1
"4516","shadows","crept",1
"4517","shahab","enam",1
"4518","shape","distinctive",1
"4519","shape","society",1
"4520","shaping","actors",1
"4521","shaping","eu",1
"4522","shaping","factors",1
"4523","shaping","life",1
"4524","shaping","scenarios",1
"4525","shaping","tomorrow",1
"4526","shared","identity",1
"4527","shared","standards",1
"4528","shared","understanding",1
"4529","shared","values",1
"4530","shareholder","wealth",1
"4531","sharing","ideas",1
"4532","shed","light",1
"4533","shelf","technologies",1
"4534","shell","oil",1
"4535","shifting","beneath",1
"4536","shifting","religious",1
"4537","shifts","relating",1
"4538","shifts","suggest",1
"4539","shih","chang",1
"4540","shirley","richie",1
"4541","short","courses",1
"4542","shown","results",1
"4543","siglo","xxi",1
"4544","significant","constitutional",1
"4545","significant","contribution",1
"4546","significant","evidence",1
"4547","significant","improvement",1
"4548","significant","reshaping",1
"4549","significant","stimulus",1
"4550","significantly","changed",1
"4551","significantly","influences",1
"4552","significantly","overlap",1
"4553","significantly","transformed",1
"4554","silver","lining",1
"4555","simmel","reached",1
"4556","simmel’s","analysis",1
"4557","simmel’s","inquiry",1
"4558","simple","guide",1
"4559","simple","military",1
"4560","simplest","methods",1
"4561","simply","adapt",1
"4562","simply","relying",1
"4563","simultaneously","contributing",1
"4564","simultaneously","improving",1
"4565","sincere","appreciation",1
"4566","sincerely","acknowledges",1
"4567","sine","qua",1
"4568","single","business",1
"4569","single","european",1
"4570","single","nation",1
"4571","single","visionary",1
"4572","site","text",1
"4573","site's","additional",1
"4574","sized","companies",1
"4575","skallerud","tromsø",1
"4576","skills","indicators",1
"4577","skills","required",1
"4578","skolkovo","foundation",1
"4579","slightly","revised",1
"4580","slow","return",1
"4581","slowly","replace",1
"4582","smirnov","provided",1
"4583","smith","award",1
"4584","smith","emerging",1
"4585","smith","university",1
"4586","sobhan","faria",1
"4587","soc","02",1
"4588","social","acceptance",1
"4589","social","cohesion",1
"4590","social","complexity",1
"4591","social","cultural",1
"4592","social","dimensions",1
"4593","social","economic",1
"4594","social","equilibrium",1
"4595","social","equity",1
"4596","social","exclusion",1
"4597","social","fields",1
"4598","social","fund",1
"4599","social","human",1
"4600","social","indicators",1
"4601","social","inequity",1
"4602","social","infrastructure",1
"4603","social","institution",1
"4604","social","issues",1
"4605","social","legal",1
"4606","social","legitimacy",1
"4607","social","life",1
"4608","social","natural",1
"4609","social","norms",1
"4610","social","organizations",1
"4611","social","performance",1
"4612","social","political",1
"4613","social","priorities",1
"4614","social","progress",1
"4615","social","relationships",1
"4616","social","sciences",1
"4617","social","services",1
"4618","social","stability",1
"4619","social","statistics",1
"4620","social","structure",1
"4621","social","structures",1
"4622","social","transformation",1
"4623","social","wellbeing",1
"4624","socialism","evaluating",1
"4625","socially","constructed",1
"4626","societal","evolution",1
"4627","societal","preferences",1
"4628","societal","transformations",1
"4629","society","asis",1
"4630","society","based",1
"4631","society","debate",1
"4632","society","economic",1
"4633","society","exclusive",1
"4634","society","exists",1
"4635","society","functions",1
"4636","society","governments",1
"4637","society","includes",1
"4638","society","info",1
"4639","society","policies",1
"4640","society","policy",1
"4641","society","politics",1
"4642","society","project",1
"4643","society","reaches",1
"4644","society","reasoning",1
"4645","society","scenario",1
"4646","society","strategy",1
"4647","society","technologies",1
"4648","society","worldfuture",1
"4649","society","ztg",1
"4650","society’s","episteme",1
"4651","society’s","outcome",1
"4652","socio","culturally",1
"4653","socio","economics",1
"4654","socio","organizational",1
"4655","socioeconomic","scaffolding",1
"4656","socioeconomic","structures",1
"4657","soft","technologies",1
"4658","software","components",1
"4659","sole","route",1
"4660","solidarities","consensus",1
"4661","solidarity","living",1
"4662","solutions","capable",1
"4663","solving","methodologies",1
"4664","sophisticated","engagement",1
"4665","sopiff","project",1
"4666","sound","approach",1
"4667","source","approach",1
"4668","south","african's",1
"4669","south","denmark",1
"4670","southern","mediterranean",1
"4671","space","continuum",1
"4672","space","heating",1
"4673","span","geography",1
"4674","spar","eli",1
"4675","spatial","data",1
"4676","spatial","information",1
"4677","special","attention",1
"4678","special","contribution",1
"4679","special","emphasis",1
"4680","species","humans",1
"4681","specific","contemporary",1
"4682","specific","country",1
"4683","specific","experience",1
"4684","specific","form",1
"4685","specific","monetary",1
"4686","specific","real",1
"4687","specific","support",1
"4688","specific","target",1
"4689","specific","technology",1
"4690","specifically","focusing",1
"4691","spectrum","carried",1
"4692","spiral","dynamics",1
"4693","spiritual","domains",1
"4694","split","knowledge",1
"4695","sponsored","competitive",1
"4696","sponsors","barclays",1
"4697","sripaipan","vice",1
"4698","staff","function",1
"4699","staff","motivation",1
"4700","stage","break",1
"4701","stages","personal",1
"4702","stakeholders","involved",1
"4703","stakeholders","move",1
"4704","standard","sciences",1
"4705","standard","setters",1
"4706","standards","mission",1
"4707","stands","perplexed",1
"4708","stars","appeared",1
"4709","start","cooperation",1
"4710","started","america’s",1
"4711","startling","accuracy",1
"4712","startling","observation",1
"4713","statement","describes",1
"4714","static","mythic",1
"4715","statistic","issues",1
"4716","statistical","pitfalls",1
"4717","statistical","studies",1
"4718","statistically","significant",1
"4719","stavanger","erik",1
"4720","stavanger","norway",1
"4721","stavanger","politecnico",1
"4722","steering","croup",1
"4723","stefan","walter",1
"4724","step","change",1
"4725","step","tough",1
"4726","stepping","stones",1
"4727","steps","ten",1
"4728","stepwise","manner",1
"4729","sticking","plaster",1
"4730","stimulate","public",1
"4731","stimulate","thinking",1
"4732","stimulating","thinking",1
"4733","stimulus","papers",1
"4734","stochastic","multi",1
"4735","store","data",1
"4736","strategic","business",1
"4737","strategic","conclusions",1
"4738","strategic","conversation",1
"4739","strategic","decision",1
"4740","strategic","environment",1
"4741","strategic","management",1
"4742","strategic","plans",1
"4743","strategic","policy",1
"4744","strategic","process",1
"4745","strategic","processes",1
"4746","strategic","product",1
"4747","strategic","reference",1
"4748","strategic","roadmap",1
"4749","strategies","adopted",1
"4750","strategy","behavior",1
"4751","strategy","emerged",1
"4752","strategy","implementation",1
"4753","strategy","lacks",1
"4754","strategy","organisations",1
"4755","strategy","scenarios",1
"4756","strategy","underpinning",1
"4757","strengthen","globalization",1
"4758","strengthened","opines",1
"4759","stress","scenarios",1
"4760","striking","confluence",1
"4761","strong","economic",1
"4762","strong","fleet",1
"4763","strong","interactions",1
"4764","strong","likelihood",1
"4765","stronger","emphasis",1
"4766","stronger","infuence",1
"4767","structural","ageing",1
"4768","structural","change",1
"4769","structure","fitting",1
"4770","structures","deliverables",1
"4771","stuart","schwarzstein",1
"4772","students","future",1
"4773","students","selected",1
"4774","studies","avoiding",1
"4775","studies","department",1
"4776","studies","engage",1
"4777","studies","federation",1
"4778","studies","fs",1
"4779","studies","identify",1
"4780","studies","lille",1
"4781","studies","unit",1
"4782","study","addresses",1
"4783","study","benchmarking",1
"4784","study","concludes",1
"4785","study","conducted",1
"4786","study","conflict",1
"4787","study","entitled",1
"4788","study","finally",1
"4789","study","forms",1
"4790","study","proposes",1
"4791","study","science",1
"4792","study","scoping",1
"4793","study's","reports",1
"4794","studying","abroad",1
"4795","styles","aspects",1
"4796","subhabrata","bobby",1
"4797","subjugating","nature",1
"4798","subsidiarity","principle",1
"4799","substantive","candidate",1
"4800","subverting","official",1
"4801","succeeded","failed",1
"4802","success","depends",1
"4803","success","human",1
"4804","success","overlook",1
"4805","successful","economic",1
"4806","successful","leadership",1
"4807","successful","record",1
"4808","successive","economic",1
"4809","successive","projects",1
"4810","sufficiency","afforded",1
"4811","sufficiently","generic",1
"4812","suggesting","additional",1
"4813","suggesting","ten",1
"4814","suggests","complementary",1
"4815","sumitomo","foundation",1
"4816","summary","includes",1
"4817","summit","sideline",1
"4818","sun","tzu’s",1
"4819","sunshine","coast",1
"4820","superior","alternative",1
"4821","support","action",1
"4822","support","community",1
"4823","support","easy",1
"4824","support","sustainability",1
"4825","support","systems",1
"4826","support","turku",1
"4827","supporting","sustainable",1
"4828","supportive","environment",1
"4829","supports","organisational",1
"4830","supra","communitarianism",1
"4831","sur","les",1
"4832","surgical","procedures",1
"4833","surprise","future",1
"4834","surrey","county",1
"4835","surrounding","scientific",1
"4836","survey","conducted",1
"4837","survey","ian",1
"4838","surviving","post",1
"4839","susan","clayton",1
"4840","susan","strange",1
"4841","sustainability","helsinki",1
"4842","sustainability","index",1
"4843","sustainability","mandates",1
"4844","sustainable","digital",1
"4845","sustainable","global",1
"4846","sustainable","living",1
"4847","sustainable","local",1
"4848","sustainable","relationships",1
"4849","sustainable","society",1
"4850","sustainable","solution",1
"4851","sustained","earnings",1
"4852","sustained","economic",1
"4853","sustained","growth",1
"4854","sustainvalue","project",1
"4855","sweden","1992",1
"4856","swedish","institute",1
"4857","swiss","federal",1
"4858","swiss","glaciers",1
"4859","swiss","national",1
"4860","synergistic","toolkit",1
"4861","system","images",1
"4862","system","organisation",1
"4863","system","tfs",1
"4864","systematically","develop",1
"4865","systemic","approach",1
"4866","systems","cultures",1
"4867","systems","engineering",1
"4868","systems","increasingly",1
"4869","systems","power",1
"4870","systems","security",1
"4871","systems","social",1
"4872","systems","view",1
"4873","tackled","independently",1
"4874","tailored","opportunities",1
"4875","tailoring","employment",1
"4876","taking","account",1
"4877","taking","advantage",1
"4878","talent","incubator",1
"4879","taliban","frenzy",1
"4880","tallandier","paris",1
"4881","támop","4.2.1",1
"4882","tangible","competitive",1
"4883","tangible","gains",1
"4884","tantalising","clues",1
"4885","tantalizing","opportunity",1
"4886","targeting","improvements",1
"4887","tarik","mouakil",1
"4888","tasks","challenges",1
"4889","taught","learned",1
"4890","taxation","collection",1
"4891","te","centre",1
"4892","team","identify",1
"4893","tech","barter",1
"4894","tech","communications",1
"4895","tech","stocks",1
"4896","technical","base",1
"4897","technical","economic",1
"4898","technical","feasibility",1
"4899","technical","measures",1
"4900","technical","opportunities",1
"4901","technical","rationality",1
"4902","technical","university",1
"4903","techniques","descried",1
"4904","techniques","including",1
"4905","technological","change",1
"4906","technological","corporate",1
"4907","technological","demographic",1
"4908","technological","disciplines",1
"4909","technological","evolution",1
"4910","technological","landscape",1
"4911","technological","marvel",1
"4912","technological","paradigm",1
"4913","technological","progress",1
"4914","technological","resources",1
"4915","technological","revolution",1
"4916","technological","success",1
"4917","technological","trends",1
"4918","technologically","determined",1
"4919","technologie","hugues",1
"4920","technologies","affect",1
"4921","technologies","argues",1
"4922","technologies","based",1
"4923","technologies","capable",1
"4924","technologies","economically",1
"4925","technologies","ect",1
"4926","technologies","ii",1
"4927","technologies","ist",1
"4928","technologies","minimizing",1
"4929","technologies","offering",1
"4930","technologies","organic",1
"4931","technologies","supplemented",1
"4932","technology","application",1
"4933","technology","asserting",1
"4934","technology","brisbane",1
"4935","technology","clusters",1
"4936","technology","creates",1
"4937","technology","domain",1
"4938","technology","driven",1
"4939","technology","economy",1
"4940","technology","europe",1
"4941","technology","finally",1
"4942","technology","financial",1
"4943","technology","ireland",1
"4944","technology","japan",1
"4945","technology","management",1
"4946","technology","markets",1
"4947","technology","methods",1
"4948","technology","picmet",1
"4949","technology","policies",1
"4950","technology","population",1
"4951","technology","project",1
"4952","technology","revolution",1
"4953","technology","society",1
"4954","technology","table",1
"4955","technology","thrust",1
"4956","technology","transactions",1
"4957","technology","transformation",1
"4958","technology","trends",1
"4959","technopolis","plc",1
"4960","tecnologia","fct",1
"4961","tegart","executive",1
"4962","tel","aviv",1
"4963","tel","fax",1
"4964","telecommunication","technologies",1
"4965","telematics","applications",1
"4966","telescoping","time",1
"4967","temperature","gas",1
"4968","temperature","heat",1
"4969","temporal","profiles",1
"4970","ten","east",1
"4971","ten","national",1
"4972","ten","questions",1
"4973","tensions","human",1
"4974","tenth","development",1
"4975","tenuous","link",1
"4976","term","40",1
"4977","term","ambition",1
"4978","term","challenges",1
"4979","term","concerns",1
"4980","term","counterpart",1
"4981","term","economic",1
"4982","term","effects",1
"4983","term","foresight",1
"4984","term","global",1
"4985","term","outlook",1
"4986","term","pedagogy",1
"4987","term","policy",1
"4988","term","scenarios",1
"4989","term","socio",1
"4990","term","success",1
"4991","term","sustainable",1
"4992","term","task",1
"4993","territorial","base",1
"4994","territory’s","digital",1
"4995","tested","alternative",1
"4996","text","appeared",1
"4997","thai","government",1
"4998","thematic","priorities",1
"4999","theme","explored",1
"5000","theoretical","developments",1
"5001","theory","predict",1
"5002","thermonuclear","fusion",1
"5003","thinking","ahead",1
"5004","thinking","decision",1
"5005","thomas","thurner",1
"5006","thoughtful","suggestions",1
"5007","thriving","professionals",1
"5008","throwing","light",1
"5009","thwarting","development",1
"5010","tibor","hottovy",1
"5011","tightly","knit",1
"5012","time","data",1
"5013","time","demands",1
"5014","time","frames",1
"5015","time","horizons",1
"5016","time","illness",1
"5017","time","reducing",1
"5018","time","space",1
"5019","time","suggesting",1
"5020","time","values",1
"5021","timeless","time",1
"5022","timing","real",1
"5023","timo","nurmi",1
"5024","titillation","controversy",1
"5025","title","prospective",1
"5026","title","richard",1
"5027","titled","developing",1
"5028","today’s","communication",1
"5029","today’s","economics",1
"5030","today’s","environment",1
"5031","today’s","futurists",1
"5032","today’s","organizations",1
"5033","todays","evolving",1
"5034","tokyo","institute",1
"5035","tomorrow’s","world",1
"5036","toni","ahlqvist",1
"5037","tool","cross",1
"5038","tool","kit",1
"5039","top","asean",1
"5040","topics","affecting",1
"5041","total","break",1
"5042","total","human",1
"5043","total","individual",1
"5044","tough","environmental",1
"5045","tourism","adventure",1
"5046","tournament","sponsored",1
"5047","town","meetings",1
"5048","township","photograph",1
"5049","traces","global",1
"5050","track","america’s",1
"5051","tradable","emissions",1
"5052","trade","association",1
"5053","trade","driven",1
"5054","trade","europe’s",1
"5055","trade","growth",1
"5056","trade","investment",1
"5057","trade","poverty",1
"5058","trade","western",1
"5059","trading","national",1
"5060","trading","systems",1
"5061","traditional","capital",1
"5062","traditional","economic",1
"5063","traditional","features",1
"5064","traditional","fixed",1
"5065","traditional","identity",1
"5066","traditional","management",1
"5067","traditional","measures",1
"5068","traditional","organic",1
"5069","traditional","scenario",1
"5070","traditional","school",1
"5071","traditional","sector",1
"5072","traditional","social",1
"5073","traditional","turkish",1
"5074","traditional","view",1
"5075","traditionally","shrouded",1
"5076","traditions","historical",1
"5077","traffic","safety",1
"5078","tragic","results",1
"5079","transfer","process",1
"5080","transform","governance",1
"5081","transformation","policies",1
"5082","transformation","processes",1
"5083","transformational","shift",1
"5084","transformations","involve",1
"5085","transient","change",1
"5086","transition","management",1
"5087","transition","process",1
"5088","translation","framework",1
"5089","transparent","market",1
"5090","transport","conference",1
"5091","transport","infrastructure",1
"5092","transport","system",1
"5093","transport","systems",1
"5094","transport","technology",1
"5095","transportation","building",1
"5096","travel","choices",1
"5097","treaty","npt",1
"5098","tremendous","progress",1
"5099","trend","scenario",1
"5100","trends","builds",1
"5101","trends","driving",1
"5102","trends","identified",1
"5103","trends","library",1
"5104","triple","basis",1
"5105","tromsø","university",1
"5106","true","fourastié’s",1
"5107","true","task",1
"5108","tuisku","pelkonen",1
"5109","tunis","izmir",1
"5110","tunnel","security",1
"5111","turbulent","age",1
"5112","turbulent","world",1
"5113","turkish","defense",1
"5114","turkish","hospitality",1
"5115","turku","centre",1
"5116","turku","school",1
"5117","turnout","rates",1
"5118","tutorial","sessions",1
"5119","twofold","convergence",1
"5120","typical","resistance",1
"5121","typically","provided",1
"5122","tyrolean","mountain",1
"5123","tzu’s","art",1
"5124","ugo","mercier",1
"5125","uk","contract",1
"5126","uk","foresight",1
"5127","uk","forward",1
"5128","uk","germany",1
"5129","uk","health",1
"5130","uk","internationally",1
"5131","uk","july",1
"5132","uk’s","constitutional",1
"5133","uk’s","economic",1
"5134","uk’s","relations",1
"5135","ultimate","challenge",1
"5136","ultimately","chosen",1
"5137","ultimately","fallen",1
"5138","ultimately","tap",1
"5139","umbrella","association",1
"5140","umit","erdem",1
"5141","unacceptable","drugs",1
"5142","unacceptable","situations",1
"5143","unaccustomed","pressure",1
"5144","unambiguous","answers",1
"5145","uncertain","environment",1
"5146","uncertainties","affecting",1
"5147","uncertainty","companies",1
"5148","uncheckable","markets",1
"5149","undergoing","continuous",1
"5150","undergone","profound",1
"5151","underlying","patterns",1
"5152","underlying","philosophies",1
"5153","underlying","plural",1
"5154","underlying","purpose",1
"5155","underlying","traditional",1
"5156","underlying","uncertainty",1
"5157","understanding","asis",1
"5158","underway","strategic",1
"5159","unending","support",1
"5160","unequal","terms",1
"5161","unhealthy","lifestyle",1
"5162","unified","theory",1
"5163","unifying","asian",1
"5164","union","eu",1
"5165","union","financed",1
"5166","union","isbn",1
"5167","union","seventh",1
"5168","unit","arbu",1
"5169","unit","outlined",1
"5170","unite","environmental",1
"5171","united","germany",1
"5172","units","base",1
"5173","universal","access",1
"5174","universal","accounting",1
"5175","universal","liberal",1
"5176","universidad","politécnica",1
"5177","universiti","sains",1
"5178","university","australia",1
"5179","university","centre",1
"5180","university","entitled",1
"5181","university","industry",1
"5182","university","izmir",1
"5183","university","norway",1
"5184","university","people’s",1
"5185","university","taiwan",1
"5186","unknown","quality",1
"5187","unlearning","process",1
"5188","unprecedented","challenges",1
"5189","unprecedented","global",1
"5190","unprecedented","turmoil",1
"5191","unprecedented","world",1
"5192","unquestionably","jump",1
"5193","unrealized","limits",1
"5194","unrestricted","personal",1
"5195","unseen","threaten",1
"5196","unstable","relationship",1
"5197","unstoppable","progression",1
"5198","unu","jerome",1
"5199","unusual","voice",1
"5200","unwavering","support",1
"5201","updated","projections",1
"5202","urban","futures",1
"5203","usa","leadership",1
"5204","usa","phone",1
"5205","usa","tel",1
"5206","users","leading",1
"5207","usm","fellowship",1
"5208","utilize","internet",1
"5209","utilizing","ict",1
"5210","utopian","scenarios",1
"5211","valid","alternative",1
"5212","valuable","advice",1
"5213","valuable","contribution",1
"5214","valuable","critical",1
"5215","valuable","feedback",1
"5216","valuable","insight",1
"5217","valuable","insights",1
"5218","valuable","revision",1
"5219","valuable","suggestions",1
"5220","valuable","support",1
"5221","values","compatible",1
"5222","values","cultural",1
"5223","values","lead",1
"5224","values","significantly",1
"5225","van","criekinge",1
"5226","van","damme",1
"5227","veille","intégrée",1
"5228","vekselberg","president",1
"5229","ventresca","angela",1
"5230","venture","announced",1
"5231","venture","investments",1
"5232","vercruysse","pauline",1
"5233","veritas","dnv",1
"5234","versus","forecastability",1
"5235","versus","national",1
"5236","veterans","affairs",1
"5237","veterans","health",1
"5238","vice","president",1
"5239","vice","versa",1
"5240","view","clash",1
"5241","view","colin",1
"5242","view","economic",1
"5243","view","versus",1
"5244","views","globalization",1
"5245","views","proposed",1
"5246","views","set",1
"5247","viktor","vekselberg",1
"5248","village","tucked",1
"5249","virtual","companies",1
"5250","virtual","reality",1
"5251","virtual","worlds",1
"5252","virtuous","circle",1
"5253","visionary","development",1
"5254","visionary","management",1
"5255","visionary","process",1
"5256","visionary","view",1
"5257","visioning","process",1
"5258","vital","role",1
"5259","vol","75",1
"5260","voluntarist","endeavor",1
"5261","von","der",1
"5262","voting","turnout",1
"5263","vtt","technical",1
"5264","vulnerabilities","democracy",1
"5265","waiting","passively",1
"5266","wales","scotland",1
"5267","walter","florian",1
"5268","wang","national",1
"5269","war","enabled",1
"5270","war","ootw",1
"5271","war","provided",1
"5272","war","resolving",1
"5273","war","science",1
"5274","warming","public",1
"5275","warns","policy",1
"5276","wars","findings",1
"5277","waste","outputs",1
"5278","water","supply",1
"5279","water","vapour",1
"5280","weak","signals",1
"5281","wealth","accumulation",1
"5282","wealth","creating",1
"5283","wealth","creator",1
"5284","wealth","knowledge",1
"5285","website","www.urban3",1
"5286","weight","resisting",1
"5287","welfare","food",1
"5288","wellbeing","world",1
"5289","wendell","bell",1
"5290","west","leadership",1
"5291","western","countries",1
"5292","western","economies",1
"5293","western","households",1
"5294","western","leaders",1
"5295","western","society’s",1
"5296","wharton","business",1
"5297","what’s","ahead",1
"5298","whereon","technological",1
"5299","whilst","simultaneously",1
"5300","wide","acceptance",1
"5301","wide","access",1
"5302","wide","ranging",1
"5303","wide","system",1
"5304","widely","claimed",1
"5305","widely","held",1
"5306","wider","acceptance",1
"5307","wider","community",1
"5308","wider","interactions",1
"5309","wider","social",1
"5310","wider","support",1
"5311","wildcards","natural",1
"5312","wildest","dreams",1
"5313","wilkinson","napier",1
"5314","win","analysis",1
"5315","win","talent",1
"5316","win","thinking",1
"5317","wise","individual",1
"5318","woody","allen’s",1
"5319","workers","leaving",1
"5320","workforce","strategy",1
"5321","workforce","technology",1
"5322","workshop","diary",1
"5323","workshop","held",1
"5324","workshop","identified",1
"5325","workshop","participants",1
"5326","workshop","presentations",1
"5327","workshop","process",1
"5328","workshop","produced",1
"5329","world","ahead",1
"5330","world","built",1
"5331","world","closer",1
"5332","world","concludes",1
"5333","world","cooperation",1
"5334","world","dynamics",1
"5335","world","economy",1
"5336","world","financial",1
"5337","world","forecasting",1
"5338","world","future",1
"5339","world","futures",1
"5340","world","level",1
"5341","world","peace",1
"5342","world","population",1
"5343","world","public",1
"5344","world","report",1
"5345","world","social",1
"5346","world","stage",1
"5347","world","subverting",1
"5348","world","supply",1
"5349","world","trade",1
"5350","world","views",1
"5351","world","wide",1
"5352","world’s","energy",1
"5353","worldly","insights",1
"5354","worldwide","preoccupation",1
"5355","worldwide","science",1
"5356","worldwide","stagnation",1
"5357","worse","i.e",1
"5358","worth","hundreds",1
"5359","wrenching","shifts",1
"5360","writer’s","grant",1
"5361","written","consent",1
"5362","written","constitution",1
"5363","wrong","pessimistic",1
"5364","www.acunu.org","millennium",1
"5365","www.futurists.net.au","consulting",1
"5366","www.hse.ru","en",1
"5367","www.oecd.org","document",1
"5368","www.urban3","net",1
"5369","www.vtt.fi","proj",1
"5370","yale","colleague",1
"5371","yale","colleagues",1
"5372","yeu","wang",1
"5373","yew","school",1
"5374","yicheng","peng",1
"5375","yoriaki","fujimori",1
"5376","youngsters","perceive",1
"5377","youth","perspective",1
"5378","yves","mupemba",1
"5379","z07001000560709","received",1
"5380","zainal","abidin",1
"5381","zealand","ananish",1
"5382","ztg","received",1
